fakeID,b_specialisation_i,b_specialisation_h,b_specialisation_g,b_specialisation_f,b_specialisation_e,b_specialisation_d,b_specialisation_c,b_specialisation_b,b_specialisation_a,b_specialisation_j,q_OpeningDays,q_OpeningHours,q_2017 Average Household Size,q_2017 Total Households,q_2017 HHs: 5th Quintile (68.759 and above),q_5th Quint by Total HH,q_2017 Purchasing Power: Per Capita,q_2017 Total Population,"q_2017 Pop 15+/Edu: University, Fachhochschule",q_Uni by Total Pop,q_2017 Personal Care: Per Capita,q_2017 Medical Products: Per Capita,q_2017 Personal Effects: Per Capita,b_in_kontakt_gewesen,b_gekauft_gesamt
83_3030,0,1,0,0,1,0,0,0,1,0,4,22,2.4,28604,5001,0.174835687,20830.94,68849,3211,0.046638295,530.46,320.35,215.8,0,0
83_2352,0,0,0,0,0,0,0,0,0,0,5,17.5,2.2,149320,30197,0.20223011,23855.4,326546,40819,0.125002297,584.99,325.72,237.82,0,0
827_5809,0,0,0,0,0,0,0,0,0,0,4,20,2.1,1078165,204158,0.189356917,23818.36,2267907,333811,0.147189016,593.78,327.69,237.21,0,0
826_5788,0,0,0,0,0,0,0,0,0,0,5,17,2.1,1035971,193350,0.186636499,23737.43,2171756,324044,0.14920829,593.42,326.57,235.78,0,0
824_5762,1,0,1,0,0,0,0,0,0,0,4,24,2.1,1003421,184540,0.183910841,23656.19,2095955,317184,0.151331493,593.03,326,234.45,0,0
823_9338,0,0,0,0,0,0,0,0,0,0,4,27,2.4,126538,26473,0.209209882,22976.69,297481,20956,0.070444835,562.79,329.06,238.02,0,0
822_5750,0,1,0,0,0,0,0,0,0,0,4,31,2.1,1021429,188073,0.184127335,23627.24,2140226,317596,0.148393674,592.27,325.1,234.31,0,0
820_5677,0,1,0,0,0,0,0,0,0,0,4,16,2.1,1008970,184076,0.182439518,23548.31,2113285,313148,0.148180676,591.48,324.22,233.32,0,0
82_565,0,0,0,0,0,0,0,0,0,0,4,31,2.1,1092449,207198,0.189663774,23812.74,2300951,334497,0.14537337,593.48,327.65,237.3,0,0
82_4893,0,0,0,0,0,0,0,0,0,0,4,16,2.4,61680,15799,0.256144617,24006.88,147476,9975,0.067638124,576.41,323.86,248.95,0,0
82_2293,1,0,0,1,1,0,0,0,0,0,5,40,2.2,149532,30229,0.202157398,23852.51,327027,40707,0.124475961,584.94,325.58,237.75,0,0
82_1181,1,0,0,0,0,0,0,0,0,0,5,30,2.6,15126,3000,0.198333994,20220.58,39849,1328,0.033325805,501.26,312.6,210.59,0,0
82_1077,1,0,1,1,1,0,0,0,1,0,4,16,2.3,35517,4972,0.139989301,20199.36,82298,3578,0.043476148,527.89,323.5,206.39,0,0
818_5672,0,0,0,0,0,0,0,0,0,0,4,19,2.1,1073334,202935,0.189069758,23810.58,2257095,331751,0.146981408,593.76,327.46,237.07,0,0
811_5629,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1058709,197122,0.186190917,23700.83,2222799,325391,0.146387955,592.84,326.2,235.56,0,0
81_1439,0,0,1,0,0,0,0,0,0,0,0,0,2.4,80025,17316,0.216382381,22812.58,192288,12213,0.063514104,559.65,322.51,236.51,0,0
81_1075,1,1,0,0,1,0,0,0,0,0,4,19.5,2.3,131053,25316,0.193173754,22637.21,302743,20701,0.068378129,563.09,329.13,234.43,0,0
807_5610,1,0,1,0,1,0,0,0,0,1,2,14,2.1,1029966,191041,0.185482822,23692.49,2158425,321626,0.149009579,592.99,325.84,235.11,0,0
805_5605,1,1,0,0,0,0,0,0,0,0,4,20,2.1,1020945,187993,0.184136266,23639.16,2138077,317536,0.148514764,592.47,325.17,234.36,0,0
804_5588,0,0,1,0,0,0,0,0,0,0,4,22,2.1,1085387,205316,0.189163865,23800.28,2284613,333924,0.146162173,593.46,327.58,237.09,0,0
80_4799,1,0,0,0,0,0,0,0,0,0,5,29.5,2.2,1718,316,0.183934808,23430.58,3807,172,0.045179932,569.46,341.2,240.23,0,0
80_1427,0,0,0,0,0,0,0,0,0,0,0,0,2.4,93922,20692,0.22031047,22714.19,228161,13818,0.060562498,556.58,318.38,235.04,0,0
80_1173,0,0,0,0,0,0,0,0,0,0,5,26,2.6,14224,2826,0.19867829,20240.59,37458,1240,0.033103743,501.52,313.12,210.84,0,0
8_65,1,0,0,0,1,0,0,0,0,0,4,31.5,2.3,12983,2030,0.156358315,21112.72,30001,1257,0.041898603,543.03,323.37,216.35,0,0
8_406,0,0,0,0,0,0,0,0,0,0,5,20,2.4,140336,35044,0.24971497,24003.87,331956,23577,0.071024473,579.43,323.78,248.48,0,0
8_1718,0,0,0,0,0,0,0,0,0,0,3,24,2.4,18297,4257,0.232661092,23369.04,44259,2912,0.065794528,556.45,344.26,247.67,0,0
792_9581,0,0,0,0,0,0,0,0,0,0,5,20,2.5,58417,12897,0.220774774,22064.79,146109,6703,0.045876708,540.7,307.32,226.41,0,0
790_9569,0,0,0,0,0,0,0,0,0,1,0,0,2.4,80028,17316,0.216374269,22812.58,192292,12213,0.063512783,559.65,322.52,236.51,0,0
79_2077,0,0,0,0,0,0,0,0,0,1,4,15,2.3,28329,5285,0.186557944,21963.2,65656,3559,0.054206775,551.73,324.5,226.09,0,0
79_1425,0,0,0,0,0,0,0,0,0,0,0,0,2.4,116770,24790,0.212297679,22928.97,274885,16557,0.060232461,566.36,320.39,236.79,0,0
789_5513,1,0,0,1,1,0,0,0,0,0,0,0,2.1,1053934,198055,0.187919737,23781.65,2211821,328637,0.148582096,593.76,327.32,236.54,0,0
788_5490,0,0,0,0,0,0,0,0,0,0,3,25.5,2.1,1027801,190079,0.184937551,23684.41,2150806,320583,0.149052495,593.15,326.42,235.12,0,0
787_9553,0,0,0,0,0,0,0,0,0,0,5,33,2.1,97881,22398,0.228828884,25708.77,210258,24300,0.115572297,608.11,350.63,260.33,0,0
785_9546,0,0,0,0,0,0,0,0,0,1,0,0,2.2,274370,57120,0.208186026,24552.06,596422,53752,0.090124107,596.39,339.39,249.82,0,0
784_9541,0,0,0,0,0,0,0,0,0,1,0,0,2.2,225411,48089,0.213339189,24855.19,487947,46596,0.095493978,600.15,341.65,252.62,0,0
784_5485,0,0,1,0,0,0,0,0,0,0,4,23.5,2.1,1028193,189944,0.184735745,23651.05,2155313,319219,0.148107955,592.44,325.43,234.66,0,0
780_9024,0,0,0,0,0,0,0,0,0,1,0,0,2.3,171272,34299,0.200260405,23262.59,389072,29603,0.076086174,573.09,337.66,241.76,0,0
78_2038,0,0,0,0,0,0,0,0,0,0,4,24,2.2,154227,31438,0.203842388,23834.04,338958,41692,0.12300049,584,325.29,238.03,0,0
779_9024,0,0,0,0,0,0,0,0,0,1,0,0,2.3,200386,42335,0.211267254,23882.36,452610,37202,0.082194384,581.46,342.56,248.75,0,0
778_9019,0,0,0,0,0,0,0,0,0,1,0,0,2.3,200386,42335,0.211267254,23882.36,452610,37202,0.082194384,581.46,342.56,248.75,0,0
777_9019,0,0,0,0,0,0,0,0,0,1,0,0,2.3,136244,26803,0.196727929,23177.84,309080,23133,0.0748447,573.11,335.27,240.46,0,0
77_2874,0,0,0,0,0,0,0,0,0,0,5,20,2.1,84294,13380,0.158730159,22786.34,175202,17933,0.102356137,582.89,344.3,232.98,0,0
768_9425,0,0,0,0,0,0,0,0,0,1,0,0,2.4,80939,17533,0.216619924,22807.77,194615,12342,0.063417517,559.51,322.36,236.47,0,0
766_5426,0,0,0,0,0,0,0,0,0,0,5,23.5,2.1,1073132,200785,0.187101866,23725.3,2255966,328433,0.145584198,592.87,326.62,236.04,0,0
765_8955,0,0,0,0,0,0,0,0,0,0,0,0,2.5,77366,18183,0.235025722,22386.06,197056,10186,0.05169089,545.6,309.17,231.77,0,0
764_9374,0,0,0,0,0,0,0,0,0,1,0,0,2.3,246972,50311,0.203711352,23536.63,556019,40818,0.07341116,579.85,325.78,239.6,0,0
76_7318,0,0,0,0,0,0,0,0,0,0,0,0,2.3,171973,38422,0.223418792,24324.46,390432,32726,0.083819974,586.05,344.44,254.4,0,0
76_2791,0,1,1,0,1,0,0,0,0,0,4,22,2.1,113037,18337,0.16222122,22832.09,236530,24860,0.105102947,581.39,345.43,233.97,0,0
76_2474,0,0,0,0,0,0,0,0,0,0,4,20,2.5,27555,5874,0.213173653,21815.46,69242,3302,0.04768782,541.09,304.4,224.6,0,0
76_1983,0,0,0,0,0,0,0,0,0,0,5,15,2.2,146023,29415,0.201440869,23892.85,318216,40200,0.126329286,585.92,326.22,237.92,0,0
759_5380,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1106105,210191,0.190028071,23804.78,2333455,335448,0.143755933,593.06,327.62,237.38,0,0
757_8895,0,0,0,0,0,0,0,0,0,0,5,36,2.3,41181,8739,0.212209514,23471.62,95578,4919,0.051465818,566.84,346.2,245.84,0,0
755_5371,0,0,0,0,0,0,0,0,0,1,0,0,2.1,741598,136121,0.183550927,23780.97,1527282,254917,0.166908927,595.67,328.13,234.21,0,0
754_9331,0,0,0,0,0,0,0,0,0,1,0,0,2.3,226347,45033,0.198955586,23215.34,511993,34971,0.068303668,576.46,323.38,237.04,0,0
753_8875,0,0,0,0,0,0,0,1,0,0,5,20,2.4,26461,5325,0.20123956,22717.74,62223,2882,0.046317278,554.94,337.38,236.11,0,0
751_9307,0,0,0,0,0,0,0,0,0,0,0,0,2.4,103414,22762,0.220105595,23028.65,246615,14835,0.060154492,564.41,321.17,238.24,0,0
751_9185,1,0,1,1,1,0,0,0,0,0,4,20,2.1,53946,6567,0.121732844,21082.2,111039,6081,0.054764542,560.14,345.36,213.48,0,0
751_8864,0,0,0,0,0,0,0,0,0,1,0,0,2.7,19374,3923,0.20248787,19634.93,52566,1978,0.037628886,498.66,289.72,201.58,0,0
75_1961,0,0,0,0,0,0,0,0,0,0,5,17.5,2.2,140165,28272,0.201705133,23837.89,306259,39579,0.129233753,584.67,324.75,237.14,0,0
75_1351,0,0,0,0,0,0,0,0,0,0,5,20,2.2,291958,63403,0.217164798,24647.54,643790,57765,0.089726464,594.92,338.5,251.65,0,0
749_9306,0,0,0,0,0,0,0,0,0,1,0,0,2.5,55933,12254,0.219083546,21780.77,141702,6754,0.047663406,535.56,304.45,222.87,0,0
749_5344,0,1,0,0,0,0,0,0,0,1,0,0,2.1,1069707,200954,0.187858918,23720.28,2253018,326683,0.144997954,592.32,326.27,235.98,0,0
748_9060,0,0,1,0,0,0,0,0,1,1,0,0,2.7,15525,3102,0.199806763,20184.22,41148,1342,0.032613979,500.08,310.74,210.05,0,0
748_5344,0,1,0,0,0,0,0,0,0,0,3,24,2.1,1071037,202217,0.188804869,23785.71,2253490,330049,0.146461267,593.38,327.02,236.76,0,0
747_9056,0,0,0,0,0,0,0,0,0,1,5,21,2.2,223460,45355,0.202966974,23934.95,483856,71107,0.146959013,586.13,325.92,237.37,0,0
747_5338,0,1,1,0,0,0,0,0,0,1,5,40,2.1,991677,180475,0.1819897,23563.16,2071697,312092,0.150645582,592.08,324.45,233.23,0,0
746_8811,0,0,0,0,0,0,0,0,0,0,5,31.5,2.5,109997,24646,0.224060656,22601.15,270373,14671,0.054262075,555.28,312.41,233.58,0,0
745_9301,0,0,0,0,0,0,0,0,0,1,0,0,2.2,324142,68199,0.210398529,24250.05,716909,60769,0.084765291,589.98,335.58,247.26,0,0
744_5300,1,0,0,0,1,0,0,0,0,0,3,16.5,2.1,1054772,197822,0.187549537,23762.04,2213322,328603,0.148465971,593.5,327.45,236.36,0,0
743_9038,0,0,0,0,0,0,0,0,0,0,3,11,2.1,207869,41379,0.199062871,24012.58,444149,68630,0.154520217,589.46,326.25,236.74,0,0
743_5299,1,0,0,0,0,0,0,0,0,0,0,0,2.1,1081180,204523,0.189166466,23807.96,2274609,332887,0.146349109,593.64,327.48,237.09,0,0
74_2772,0,1,0,0,0,0,0,0,0,0,5,24,2.1,95500,15068,0.157780105,22835.85,197801,20199,0.102117785,584.39,345.18,233.45,0,0
737_5264,0,0,0,0,1,0,0,0,0,0,4,24,2.1,1043507,193721,0.185644179,23634.84,2194232,317886,0.144873468,591.63,325.02,234.66,0,0
734_5223,0,0,0,0,0,0,0,0,0,0,4,20,2.1,1077708,203234,0.188579838,23779.16,2267206,331088,0.146033488,593.34,327.1,236.72,0,0
733_5222,1,0,0,0,1,0,0,0,0,0,4,23,2.1,1091751,207083,0.189679698,23813.85,2299545,334996,0.145679254,593.5,327.67,237.31,0,0
731_8824,0,0,0,0,0,0,0,0,0,0,5,27.5,2.3,7787,1176,0.151020932,20494.44,18286,758,0.041452477,532.32,329.18,213.7,0,0
730_9184,0,0,0,0,0,0,0,0,0,0,0,0,2.4,93021,20571,0.221143613,22742.43,226097,13616,0.06022194,556.85,319.11,235.52,0,0
73_7239,0,0,0,0,0,0,0,0,0,0,0,0,2.4,21718,3966,0.1826135,21120.97,52864,2623,0.049617887,527.79,334.36,221.94,0,0
73_2384,1,0,0,0,0,0,0,0,1,0,0,0,2.3,157416,35327,0.224418102,24404.95,354774,38505,0.108533884,586.33,336.74,249.93,0,0
729_9184,0,0,0,0,0,0,0,0,0,1,1,4,2.5,70514,15881,0.225217687,22045.87,178932,8416,0.047034628,540,306.12,226.7,0,0
728_5210,0,0,0,0,1,0,0,0,0,0,5,47,2.1,1034957,191585,0.185113971,23651,2171716,319812,0.147262349,592.24,325.39,234.75,0,0
727_8789,0,0,0,0,0,0,0,0,0,0,0,0,2,11697,1200,0.102590408,19999.56,23950,1064,0.044425887,546.23,359.53,207.48,0,0
725_8623,0,0,0,0,0,0,0,0,0,0,0,0,2.3,33573,4759,0.141750812,20039.23,78687,3307,0.042027273,523.55,319.44,204.41,0,0
724_5199,0,0,0,1,1,0,0,0,0,0,4,30,2.1,1063256,200381,0.188459788,23794.47,2233573,330843,0.148122761,593.78,327.36,236.77,0,0
721_5157,0,1,1,0,0,0,0,0,0,1,4,31,2.1,1056272,198295,0.187731001,23765.98,2218365,327747,0.147742594,593.47,326.82,236.32,0,0
72_931,0,1,0,0,1,0,0,0,0,0,4,23,2.3,111313,20843,0.187246773,22680.09,253626,17591,0.069358031,566.14,330.77,234.53,0,0
72_533,0,0,0,0,0,0,0,0,0,0,4,20,2.1,851577,157578,0.185042574,23766.17,1774313,269531,0.151907245,594.2,327.4,235.49,0,0
72_4409,0,0,1,0,0,0,0,0,0,0,4,28,2.4,122990,30902,0.2512562,24005.48,291609,20892,0.071643879,578.94,323.1,248.3,0,0
72_1085,0,0,0,0,0,0,0,0,0,0,5,28.5,2.5,25529,5855,0.229347017,22382.6,64621,3848,0.059547206,541.47,323.74,234.92,0,0
719_8740,0,0,0,0,0,0,0,0,0,0,0,0,2.2,45979,6393,0.139041736,20793.26,101072,4751,0.047006095,545,334.07,213.3,0,0
719_5113,0,0,1,0,0,0,0,1,0,1,0,0,2.1,1051445,196142,0.186545183,23692.18,2209942,323405,0.146340945,592.37,325.93,235.42,0,0
716_9112,0,0,0,0,0,0,0,0,0,0,5,23,2.3,70119,17475,0.249219185,25413.75,159507,16817,0.10543111,594.53,349.43,262.06,0,0
716_5087,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1043866,194829,0.186641772,23728.79,2190341,324660,0.148223496,593.19,326.3,235.72,0,0
715_9107,1,0,0,0,1,0,0,0,0,0,5,20,2.5,71349,15748,0.22071788,22567.78,174833,10045,0.057454828,553.54,313.11,232.84,0,0
714_9099,0,0,0,0,0,0,0,0,0,1,0,0,2.2,290181,62901,0.216764709,24637.66,639594,57392,0.089731924,594.87,338.46,251.49,0,0
713_9099,0,0,0,0,0,0,0,0,0,1,0,0,2.1,192477,39753,0.206533768,24843.85,410202,40524,0.098790352,602.34,342.01,250.87,0,0
711_5019,0,0,0,0,0,0,0,0,0,0,3,19,2.1,1070524,201137,0.187886493,23764.86,2249672,330902,0.147088998,593.38,327.18,236.49,0,0
710_9065,0,0,0,0,0,0,0,0,0,0,5,20,2.2,179845,36349,0.202112931,24131.27,391851,32935,0.084049805,591.4,332.49,244.24,0,0
710_8472,0,0,0,0,0,0,0,0,0,1,4,31,2.3,96333,19390,0.201280973,22948.54,222755,15986,0.071764944,564.19,332.2,237.34,0,0
71_881,0,1,1,0,1,0,0,0,0,0,5,29,2.3,117165,24524,0.209311655,23037.29,274485,19702,0.071778057,563.94,330.31,238.74,0,0
71_2714,0,1,0,0,0,0,0,0,0,0,4,32,2.1,82333,13764,0.167174766,22691.57,176216,18010,0.102204113,573.05,346.06,233.21,0,0
709_9051,0,0,0,0,0,0,0,0,0,1,0,0,2.2,191760,36524,0.190467251,23197.25,424182,29559,0.069684711,579.76,325.2,235.5,0,0
709_5011,0,1,0,0,0,0,0,0,0,0,4,19,2.1,1092993,207544,0.189885937,23824.03,2302051,335079,0.145556723,593.6,327.76,237.43,0,0
708_8626,0,0,0,0,0,0,0,0,0,0,4,22,2.1,59674,7869,0.131866475,20898.46,127787,6622,0.051820608,550.59,336.61,212.32,0,0
708_8457,0,0,0,0,0,0,0,0,0,1,2,16,2.3,89581,17819,0.198914948,22868.6,206859,14820,0.071643003,563.55,331.7,236.34,0,0
708_5000,0,0,0,0,0,0,0,0,0,0,2,10,2.1,952706,175648,0.184367475,23687.6,1986694,303329,0.152680282,593.42,326.39,234.6,0,0
707_8457,0,0,0,0,0,0,0,0,0,1,3,18,2.3,74732,17116,0.22903174,24290.09,171905,13275,0.077222885,579.66,345.72,253.67,0,0
706_8435,0,0,0,0,0,0,0,0,0,1,0,0,2.3,102509,20739,0.202313943,22969.28,237313,16928,0.071331954,564.21,332.2,237.6,0,0
702_4911,0,0,0,0,0,0,0,0,0,0,4,18,2.1,1019676,188288,0.184654733,23665.84,2134976,319125,0.149474748,592.83,325.53,234.7,0,0
701_4906,1,0,0,0,0,0,0,0,0,0,5,24,2.1,1046239,195112,0.186488938,23702.91,2197417,323137,0.147053108,592.69,325.9,235.46,0,0
70_531,0,0,0,0,1,0,0,0,0,0,4,23,2.1,1087333,205531,0.18902305,23791.08,2289175,332405,0.145207335,593.32,327.36,236.98,0,0
70_1748,0,0,0,0,0,0,0,0,0,1,5,17,2.3,29132,5281,0.181278319,21905.71,66785,3623,0.054248709,552.55,325.7,225.02,0,0
7_46,0,1,0,0,1,0,0,0,0,0,4,22,2.4,102281,21281,0.208064059,22354.27,248022,14790,0.059631807,550.91,318.34,230.78,0,0
7_391,0,0,0,0,0,0,0,0,0,0,3,20,2.4,115660,28911,0.249965416,23985.8,273925,19506,0.071209273,578.88,323.1,248.02,0,0
7_152,1,0,0,0,0,0,0,0,1,0,5,26,2.2,134023,25520,0.190415078,23148.76,295182,30527,0.103417553,576.21,319.36,230.26,0,0
7_1246,0,0,0,0,0,0,0,0,0,0,0,0,2.5,51039,9571,0.187523267,20784.77,127807,6074,0.047524783,520.58,316.63,215.67,0,0
696_8940,0,0,0,0,0,0,0,0,0,1,0,0,2.2,288096,61907,0.214883233,24639.04,632575,56995,0.090099988,595.5,339.3,251.47,0,0
696_4877,0,1,0,0,0,0,0,0,0,0,4,28,2.1,1043511,194448,0.186340154,23702.77,2190877,322918,0.147392117,592.74,325.96,235.43,0,0
695_8344,0,1,1,1,0,0,0,0,0,0,3,24,2.5,68554,15114,0.220468536,22121.42,172172,8969,0.052093256,544.1,311.26,228.87,0,0
695_4875,0,1,0,0,0,0,0,0,0,0,4,23,2.1,1072975,202027,0.188286773,23780.21,2255335,331925,0.147173258,593.49,327.37,236.69,0,0
694_8922,0,0,0,0,0,0,0,0,0,0,0,0,2.2,296501,64415,0.217250532,24600.3,655329,58402,0.089118595,594.09,337.87,251.27,0,0
694_8343,0,0,0,0,0,0,0,0,0,0,5,20,2.4,29803,4392,0.147367715,20201.45,70183,3068,0.04371429,524.29,320.39,206.23,0,0
693_8339,0,0,0,0,0,0,0,0,0,0,4,23,2.3,51727,9757,0.188624896,22160.44,120565,7605,0.063078008,552.02,331.29,229.33,0,0
69_2709,0,1,1,0,1,0,0,0,1,0,0,0,2.4,16173,2487,0.15377481,20314.83,38122,2148,0.056345417,529.33,317.19,208.89,0,0
69_1739,0,0,0,0,0,0,0,0,0,0,5,15,2.2,137549,26323,0.191371802,23523.98,298392,34612,0.115995067,582.84,322.77,233.11,0,0
69_1303,0,0,0,0,0,0,0,0,0,0,5,15,2.4,114970,25601,0.222675481,22922.89,277405,18926,0.068225158,559.95,319.72,237.04,0,0
69_1040,0,0,0,0,0,0,0,0,0,0,5,26,2.2,43834,6037,0.137724141,20819.79,95908,4514,0.047065938,546.18,335.06,213.6,0,0
684_8276,0,1,1,0,1,0,0,0,0,0,4,22,2.3,60000,11119,0.185316667,22715.91,135938,9766,0.071841575,568.77,327,234.06,0,0
68_6451,1,0,0,0,1,0,0,0,0,0,0,0,2.3,75135,15469,0.205882744,23273.92,173111,13622,0.078689396,570.33,333.95,242,0,0
68_4242,1,0,1,1,1,0,0,0,1,0,5,45,2.4,138831,34678,0.249785711,24004.45,328373,23423,0.071330469,579.51,323.59,248.42,0,0
68_2205,0,0,0,0,0,0,0,0,0,0,5,31,2.3,25437,5481,0.215473523,23452.32,59356,4448,0.074937664,569.42,337.02,243.98,0,0
68_1302,0,0,0,0,0,0,0,0,0,0,0,0,2.4,39857,9383,0.235416614,23518.87,96142,7183,0.074712405,566.03,326.65,244.41,0,0
679_8851,0,0,0,0,0,0,0,0,0,1,2,6,2.4,93370,21100,0.22598265,23087.64,224408,13604,0.060621725,563.28,321.4,239.09,0,0
679_4794,0,1,1,0,0,0,0,0,0,0,5,36,2.1,1036810,192016,0.185198831,23647.25,2176469,319815,0.146942134,592.11,325.36,234.74,0,0
678_4793,0,0,0,0,0,0,0,0,0,1,0,0,2.1,1061514,199370,0.187816647,23745.53,2232422,326815,0.146394812,592.98,326.48,236.17,0,0
67_6438,0,0,0,0,0,0,0,0,0,1,0,0,2.3,34597,7824,0.226146776,23849.9,81004,5241,0.064700509,576.71,341.18,252.93,0,0
67_460,0,0,0,0,0,0,0,0,0,0,4,36,2.1,1060863,198277,0.186901607,23712.92,2229632,325281,0.145889994,592.78,326.2,235.77,0,0
67_3857,0,0,0,0,0,0,0,0,1,0,5,36.5,2.4,140201,34981,0.249506066,24010.48,331416,23551,0.071061747,579.62,324.01,248.56,0,0
67_1714,1,0,1,1,1,0,0,0,0,0,3,20,2.4,55609,12585,0.226312288,23142.31,133322,11480,0.086107319,562.61,308.86,234.42,0,0
665_4738,1,0,0,1,0,0,0,0,0,0,2,7,2.1,1073368,201983,0.188176841,23766.06,2257236,329951,0.146174791,593.27,326.93,236.52,0,0
664_4735,0,1,1,0,0,0,0,0,0,0,5,27,2.1,959907,170420,0.177538032,23260.2,2013350,291780,0.144922641,587.84,319.8,229.5,0,0
66_2542,0,0,0,0,0,0,0,0,0,0,4,31,2.3,28255,3998,0.14149708,19794.44,66056,3407,0.051577449,521.8,318.09,202.4,0,0
66_1270,0,0,0,0,0,0,0,0,0,0,0,0,2.2,140932,28935,0.205311782,23616.67,315869,23437,0.074198481,581.8,323.99,239.89,0,0
659_8672,0,0,0,0,0,0,0,0,0,0,5,27,2.3,73360,17960,0.244820065,25368.22,166267,17216,0.103544299,595.7,347.59,261.38,0,0
659_8141,0,0,0,0,0,0,0,0,0,0,5,20.25,2.6,70964,14966,0.210895665,21176.31,183013,8679,0.047422861,522.27,308.58,219.59,0,0
658_8669,0,0,0,0,0,0,0,0,0,1,5,20,2.2,310749,66968,0.215505118,24468.57,687954,60096,0.087354678,592.33,336.84,249.9,0,0
655_8656,0,0,0,0,0,0,0,0,0,0,5,20,2.4,103417,23393,0.226200721,22878.03,252503,15965,0.063226972,557.89,318.92,237.19,0,0
652_8081,1,1,1,0,1,0,0,0,1,0,4,20,2.3,97560,22759,0.233282083,24284.51,226101,18610,0.082308349,580.41,341.71,253.73,0,0
651_4638,0,0,0,0,0,0,0,0,0,0,4,15,2.1,1005619,184801,0.183768405,23650.56,2100314,316342,0.150616527,592.97,326.29,234.47,0,0
650_8071,0,0,0,0,0,0,0,0,0,0,3,17,2.3,100668,18327,0.18205388,22436.49,229216,15617,0.068132242,563.39,328.97,231.54,0,0
650_4615,0,1,1,0,0,0,0,0,0,0,4,16,2.1,1029406,190126,0.184694863,23637.3,2159163,318876,0.147685006,592.2,325.22,234.55,0,0
65_6409,0,0,0,0,0,0,0,0,0,0,0,0,2.4,27942,5417,0.193865865,21628.47,67858,3714,0.05473194,535.61,334.41,227.2,0,0
648_8036,0,0,0,0,0,0,0,0,0,0,0,0,2.2,19505,2477,0.126993079,20561.8,43285,1756,0.040568326,541.93,329.1,210.43,0,0
647_8615,0,0,0,0,0,0,0,0,0,0,5,30,2.7,33133,7697,0.23230616,21050.96,88569,3613,0.040793054,518.1,293.68,215.49,0,0
647_4585,1,0,1,0,0,0,0,0,1,0,5,34,2.1,958971,170253,0.177537173,23271.2,2010130,292392,0.145459249,588.09,319.95,229.59,0,0
645_8612,0,0,0,0,0,0,0,0,0,0,5,22,2.5,38029,7899,0.207709906,21787.48,93903,3931,0.041862347,538.29,308.01,222.41,0,0
644_4574,0,0,0,0,1,0,0,0,0,0,3,16,2.1,1025002,187934,0.183349886,23558.63,2151317,313793,0.145860884,591.12,324.26,233.6,0,0
641_4572,1,0,0,0,1,0,0,0,0,0,5,21,2.1,1005489,185127,0.184116385,23667.75,2100209,317490,0.151170669,593.13,326.22,234.59,0,0
64_6319,0,0,0,0,0,0,0,0,0,0,4,24,2.3,157612,35033,0.222273685,24194.01,359317,29127,0.081062126,583.54,342.64,252.91,0,0
64_2096,1,0,0,0,0,0,0,0,0,0,0,0,2.7,9055,1922,0.212258421,20350.26,24127,1168,0.048410494,506.21,299.61,208.87,0,0
64_1625,0,0,0,0,0,0,0,0,0,0,4,15,2.3,62706,12548,0.200108443,22528.92,145838,8618,0.059092966,560.55,318.07,230.64,0,0
639_8577,0,0,0,0,0,0,0,0,0,0,5,25.5,2.5,27210,6018,0.221168688,21904.88,67983,3603,0.052998544,541.71,317.55,227.41,0,0
637_8564,0,0,0,0,0,0,0,0,0,0,5,29,2.4,77560,17359,0.223813822,23099.12,185139,11501,0.062120893,564.41,324.03,239.49,0,0
637_4537,0,1,0,0,0,0,0,0,0,0,3,18,2.1,1083969,204693,0.188836581,23773.25,2282918,331054,0.145013531,593.04,327.09,236.77,0,0
632_7938,0,1,1,0,1,0,0,1,1,0,4,20,2.5,79978,18599,0.232551452,22343.35,202685,10480,0.051705849,546.12,309.13,230.99,0,0
631_7933,0,1,0,0,1,0,0,0,0,0,5,27,2.1,556043,102456,0.184259131,23658.8,1157245,183331,0.158420214,592.85,327.94,234.39,0,0
631_4496,0,1,0,0,0,0,0,0,0,0,4,36,2.1,1045125,194961,0.186543236,23717.08,2193774,323663,0.147537075,593,326.02,235.58,0,0
630_7869,1,0,1,1,0,0,0,0,0,0,2,10,2.4,105749,20398,0.192890713,21538.74,253154,15949,0.063001177,539.79,311.55,220.74,0,0
63_968,0,0,0,0,0,0,0,0,0,0,5,21,2.5,53535,9889,0.184720276,20848.65,133178,6221,0.046711919,521.83,316.31,216.12,0,0
63_719,1,0,0,1,1,0,0,0,0,0,5,33,2.1,695016,123270,0.177362823,23057.17,1478844,193875,0.131099021,583.44,316.69,228.11,0,0
63_3738,0,0,0,0,0,0,0,0,0,0,0,0,2.4,118271,29670,0.25086454,24006.58,280282,20053,0.0715458,578.98,323.2,248.27,0,0
63_2096,1,0,0,0,0,0,0,0,0,1,0,0,2.6,9874,2071,0.209742759,20356.67,26137,1283,0.0490875,506.92,302.14,209.22,0,0
63_1216,0,0,0,0,0,0,0,0,0,0,5,30,2.2,274022,57027,0.208111028,24552.78,595555,53691,0.090152883,596.43,339.41,249.82,0,0
629_7916,1,1,0,0,1,0,0,0,0,0,0,0,2.4,75553,18918,0.250393763,24278.19,181819,13503,0.074266166,579.9,327,254.92,0,0
